claim_id_unique,claim_id_original,category,group_id,workshop,Batch
VeJp,VeJp,economics,,Unassigned,unbatched
veWa,veWa,health related,,Unassigned,unbatched
veYp,veYp,health related,,Unassigned,unbatched
VGym,VGym,marketing/org behavior,,Unassigned,unbatched
vk8x,vk8x,political science,,Unassigned,unbatched
vKdD,vKdD,economics,,Unassigned,unbatched
vKVx,vKVx,management,,Unassigned,unbatched
VkzX,VkzX,management,,Unassigned,unbatched
Vl7X,Vl7X,public administration,,Unassigned,unbatched
vmxO,vmxO,political science,,Unassigned,unbatched
VOAp,VOAp,management,,Unassigned,unbatched
VOwm,VOwm,management,,Unassigned,unbatched
vP2E,vP2E,sociology,,Unassigned,unbatched
vPOq,vPOq,management,,Unassigned,unbatched
vPVp,vPVp,sociology,,Unassigned,unbatched
vPYw,vPYw,sociology,,Unassigned,unbatched
vQeL,vQeL,management,,Unassigned,unbatched
vqNa,vqNa,public administration,,Unassigned,unbatched
VRE1,VRE1,public administration,,Unassigned,unbatched
VRKK,VRKK,economics,,Unassigned,unbatched
VrmA,VrmA,economics,,Unassigned,unbatched
VvGD,VvGD,marketing/org behavior,,Unassigned,unbatched
VxlD,VxlD,marketing/org behavior,,Unassigned,unbatched
VXOA,VXOA,sociology,,Unassigned,unbatched
VY7m,VY7m,sociology,,Unassigned,unbatched
VYOV,VYOV,education,,Unassigned,unbatched
W4VN,W4VN,marketing/org behavior,,Unassigned,unbatched
W5vZ,W5vZ,political science,,Unassigned,unbatched
W7jr,W7jr,criminology,,Unassigned,unbatched
w8Jv,w8Jv,economics,,Unassigned,unbatched
W8Nw,W8Nw,sociology,,Unassigned,unbatched
W9Qp,W9Qp,education,,Unassigned,unbatched
W9RX,W9RX,psychology,,Unassigned,unbatched
WaLz,WaLz,economics,,Unassigned,unbatched
WavX,WavX,economics,,Unassigned,unbatched
wBr4,wBr4,management,,Unassigned,unbatched
WbyN,WbyN,psychology,,Unassigned,unbatched
wE24,wE24,political science,,Unassigned,unbatched
Weqe,Weqe,management,,Unassigned,unbatched
wey7,wey7,marketing/org behavior,,Unassigned,unbatched
WKWz,WKWz,health related,,Unassigned,unbatched
WLEz,WLEz,education,,Unassigned,unbatched
WLkV,WLkV,economics,,Unassigned,unbatched
WLNG,WLNG,management,,Unassigned,unbatched
WLPw,WLPw,economics,,Unassigned,unbatched
wmrZ,wmrZ,criminology,,Unassigned,unbatched
WN3V,WN3V,sociology,,Unassigned,unbatched
wQj7,wQj7,sociology,,Unassigned,unbatched
wQkv,wQkv,marketing/org behavior,,Unassigned,unbatched
WQmz,WQmz,education,,Unassigned,unbatched
WrdZ,WrdZ,education,,Unassigned,unbatched
WX5w,WX5w,political science,,Unassigned,unbatched
x0pA,x0pA,sociology,,Unassigned,unbatched
x2XO,x2XO,management,,Unassigned,unbatched
x5QJ,x5QJ,public administration,,Unassigned,unbatched
X8BZ,X8BZ,management,,Unassigned,unbatched
X958,X958,management,,Unassigned,unbatched
X9Bp,X9Bp,management,,Unassigned,unbatched
xbX3,xbX3,psychology,,Unassigned,unbatched
Xd8Y,Xd8Y,public administration,,Unassigned,unbatched
xEEA,xEEA,political science,,Unassigned,unbatched
XJmZ,XJmZ,health related,,Unassigned,unbatched
xjNO,xjNO,economics,,Unassigned,unbatched
xjpP,xjpP,education,,Unassigned,unbatched
xJVW,xJVW,economics,,Unassigned,unbatched
xklO,xklO,health related,,Unassigned,unbatched
xljL,xljL,political science,,Unassigned,unbatched
XNrr,XNrr,sociology,,Unassigned,unbatched
xPeL,xPeL,political science,,Unassigned,unbatched
XR38,XR38,education,,Unassigned,unbatched
XXBY,XXBY,economics,,Unassigned,unbatched
XXNb,XXNb,public administration,,Unassigned,unbatched
XYaQ,XYaQ,sociology,,Unassigned,unbatched
xzrk,xzrk,health related,,Unassigned,unbatched
y2DG,y2DG,political science,,Unassigned,unbatched
Y3kN,Y3kN,public administration,,Unassigned,unbatched
y3wR,y3wR,political science,,Unassigned,unbatched
y4bV,y4bV,public administration,,Unassigned,unbatched
y4OG,y4OG,economics,,Unassigned,unbatched
Y58l,Y58l,public administration,,Unassigned,unbatched
Y59Z,Y59Z,public administration,,Unassigned,unbatched
Y9dl,Y9dl,health related,,Unassigned,unbatched
Y9EQ,Y9EQ,political science,,Unassigned,unbatched
yA1R,yA1R,sociology,,Unassigned,unbatched
yAQV,yAQV,management,,Unassigned,unbatched
yBLp,yBLp,education,,Unassigned,unbatched
YeRN,YeRN,political science,,Unassigned,unbatched
YgPW,YgPW,criminology,,Unassigned,unbatched
YLpZ,YLpZ,education,,Unassigned,unbatched
YmVx,YmVx,political science,,Unassigned,unbatched
yNdm,yNdm,marketing/org behavior,,Unassigned,unbatched
YNQN,YNQN,criminology,,Unassigned,unbatched
YNYZ,YNYZ,sociology,,Unassigned,unbatched
YPA2,YPA2,management,,Unassigned,unbatched
YPBp,YPBp,management,,Unassigned,unbatched
yQeR,yQeR,political science,,Unassigned,unbatched
yQWG,yQWG,education,,Unassigned,unbatched
YWep,YWep,education,,Unassigned,unbatched
Z09k,Z09k,political science,,Unassigned,unbatched
z4xy,z4xy,education,,Unassigned,unbatched
Z8GL,Z8GL,management,,Unassigned,unbatched
Z8k4,Z8k4,sociology,,Unassigned,unbatched
Z9VQ,Z9VQ,political science,,Unassigned,unbatched
Z9xJ,Z9xJ,education,,Unassigned,unbatched
Zavx,Zavx,economics,,Unassigned,unbatched
ZaZK,ZaZK,management,,Unassigned,unbatched
zbgL,zbgL,management,,Unassigned,unbatched
ZBKJ,ZBKJ,sociology,,Unassigned,unbatched
zbQY,zbQY,political science,,Unassigned,unbatched
Zd47,Zd47,economics,,Unassigned,unbatched
ZDeQ,ZDeQ,sociology,,Unassigned,unbatched
zG51,zG51,management,,Unassigned,unbatched
ZGW4,ZGW4,psychology,,Unassigned,unbatched
zm7O,zm7O,criminology,,Unassigned,unbatched
zmGO,zmGO,criminology,,Unassigned,unbatched
zP0w,zP0w,psychology,,Unassigned,unbatched
zqx4,zqx4,management,,Unassigned,unbatched
Zr7L,Zr7L,sociology,,Unassigned,unbatched
ZWKl,ZWKl,psychology,,Unassigned,unbatched
zwOw,zwOw,economics,,Unassigned,unbatched
